alarma	O
?	O

a	O
qué	O
hora	O
está	O
configurada	O
mi	O
alarma	O
para	B-datetime
mañana	I-datetime
por	I-datetime
la	I-datetime
mañana	I-datetime

configurar	O
alarma	O
para	B-datetime
la	I-datetime
1pm	I-datetime
todos	I-datetime
los	I-datetime
días	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
7	I-datetime
:	I-datetime
55	I-datetime
am	I-datetime
mañana	I-datetime

cancelar	O
mi	O
alarma	O
para	B-datetime
mañana	I-datetime
por	I-datetime
la	I-datetime
mañana	I-datetime
.	O

programar	O
mi	O
alarma	O
para	B-datetime
mañana	I-datetime
por	I-datetime
la	I-datetime
mañana	I-datetime
a	I-datetime
las	I-datetime
6	I-datetime
am	I-datetime

programar	O
alarma	O
cada	B-datetime
cinco	I-datetime
minutos	I-datetime
durante	I-datetime
la	I-datetime
próxima	I-datetime
media	I-datetime
hora	I-datetime

cancelar	O
mis	O
primeras	O
dos	O
alarmas	O

configurar	O
alarma	O
para	O
despertar	O
a	B-datetime
las	I-datetime
6am	I-datetime

déjame	O
ver	O
mis	O
alarmas	O

necesito	O
despertarme	O
a	B-datetime
las	I-datetime
8am	I-datetime
mañana	I-datetime
,	O
configurar	O
alarma	O
por	O
favor	O

¿	O
cuánto	O
tiempo	O
hasta	O
que	O
suene	O
la	O
alarma	O
?	O

desconectar	O
mi	O
alarma	O
para	B-datetime
viernes	I-datetime
por	I-datetime
la	I-datetime
mañana	I-datetime

cancelar	O
la	O
alarma	O
de	B-datetime
la	I-datetime
mañana	I-datetime
para	B-datetime
el	I-datetime
día	I-datetime
de	I-datetime
mañana	I-datetime

configurar	O
alarma	O
cada	B-datetime
10	I-datetime
minutos	I-datetime
por	I-datetime
1	I-datetime
hora	I-datetime

¿	O
tengo	O
alguna	O
alarma	O
configurada	O
para	B-datetime
mañana	I-datetime
?	O

configurar	O
alarma	O
en	B-datetime
6	I-datetime
horas	I-datetime
desde	I-datetime
ahora	I-datetime

leer	O
todas	O
mis	O
alarmas	O
de	B-datetime
hoy	I-datetime
.	O

¿	O
tengo	O
alarmas	O
configuradas	O
?	O

necesito	O
una	O
alarma	O
configurada	O
cada	B-datetime
35	I-datetime
minutos	I-datetime

configurar	O
alarma	O
para	B-datetime
la	I-datetime
1	I-datetime
:	I-datetime
30	I-datetime
p.m	I-datetime
.	I-datetime

establecer	O
la	O
alarma	O
al	B-datetime
mediodía	I-datetime
de	I-datetime
hoy	I-datetime

posponer	O
la	O
alarma	O
durante	B-datetime
5	I-datetime
minutos	I-datetime

mostrar	O
todas	O
mis	O
alarmas	O

¿	O
cuántas	O
horas	O
tengo	O
antes	O
de	O
que	O
suene	O
mi	O
próxima	O
alarma	O
?	O

mostrar	O
todas	O
mis	O
alarmas	O
que	O
tengo	O
configuradas	O
durante	B-datetime
toda	I-datetime
la	I-datetime
semana	I-datetime

cancelar	O
mis	O
alarmas	O

configurar	O
mi	O
alarma	O
para	B-datetime
el	I-datetime
mediodía	I-datetime
hoy	I-datetime

configurar	O
alarma	O
para	B-datetime
hoy	I-datetime
por	I-datetime
la	I-datetime
medianoche	I-datetime

mostrar	O
todas	O
mis	O
alarmas	O
por	O
favor	O

cancelar	O
todas	O
mis	O
alarmas	O
para	B-datetime
hoy	I-datetime

configurar	O
mi	O
alarma	O
cada	B-datetime
30	I-datetime
minutos	I-datetime

detener	O
todas	O
mis	O
alarmas	O
para	B-datetime
la	I-datetime
próxima	I-datetime
hora	I-datetime
.	O

agregar	O
una	O
alarma	O
para	O
despertar	O
el	O
bebé	O

configurar	O
alarma	O
para	B-datetime
las	I-datetime
8	I-datetime
mañana	I-datetime
.	O

necesito	O
una	O
alarma	O
configurada	O
para	B-datetime
45	I-datetime
minutos	I-datetime
desde	I-datetime
ahora	I-datetime

cancelar	O
todas	O
mis	O
alarmas	O
para	B-datetime
mañana	I-datetime

borrar	O
la	O
alarma	O
actual	O

muestra	O
mis	O
alarmas	O
configuradas	O
para	B-datetime
la	I-datetime
próxima	I-datetime
semana	I-datetime

mostrar	O
mis	O
alarmas	O

cancelar	O
la	O
última	O
alarma	O

cancelar	O
la	O
configuración	O
de	O
la	O
alarma	O
para	B-datetime
hoy	I-datetime

posponer	O
la	O
alarma	O
actual	O
para	B-datetime
5	I-datetime
minutos	I-datetime

cancelar	O
mis	O
alarmas	O

configurar	O
la	O
alarma	O
de	O
mi	O
celular	O
para	B-datetime
las	I-datetime
7pm	I-datetime

cancelar	O
mi	O
alarma	O
de	B-datetime
hoy	I-datetime
a	B-datetime
las	I-datetime
5pm	I-datetime

desconectar	O
alarmas	O
para	B-datetime
esta	I-datetime
semana	I-datetime

por	O
favor	O
enseñar	O
todas	O
las	O
alarmas	O

configurar	O
alarma	O
para	B-datetime
5	I-datetime
minutos	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
6	I-datetime
am	I-datetime
mañana	I-datetime

configurar	O
la	O
alarma	O
para	O
la	O
cita	O
con	O
el	O
doctor	O
para	B-datetime
mañana	I-datetime
a	I-datetime
las	I-datetime
2	I-datetime
pm	I-datetime

borrar	O
todas	O
las	O
alarmas	O
configuradas	O
para	B-datetime
hoy	I-datetime

conectar	O
mi	O
alarma	O
del	B-datetime
domingo	I-datetime

configurar	O
alarmas	O
para	B-datetime
lunes	I-datetime
,	O
miércoles	B-datetime
,	O
y	O
viernes	B-datetime
para	I-datetime
las	I-datetime
10am	I-datetime

¿	O
hay	O
alguna	O
alarma	O
para	B-datetime
las	I-datetime
8am	I-datetime
configurada	O
por	B-datetime
la	I-datetime
mañana	I-datetime
?	O

configurar	O
alarma	O
cada	B-datetime
lunes	I-datetime
a	I-datetime
las	I-datetime
4am	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
6	I-datetime
pm	I-datetime
hoy	I-datetime

cancelar	O
alarmas	O
para	B-datetime
los	I-datetime
jueves	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
9pm	I-datetime

por	O
favor	O
configurar	O
mi	O
alarma	O
de	B-datetime
tres	I-datetime
horas	I-datetime
en	I-datetime
adelante	I-datetime

¿	O
se	O
han	O
configurado	O
las	O
alarmas	O
para	B-datetime
todas	I-datetime
las	I-datetime
mañanas	I-datetime
de	I-datetime
esta	I-datetime
semana	I-datetime
?	O

alarma	O
configurada	O
para	B-datetime
las	I-datetime
545am	I-datetime

configurar	O
dos	O
alarmas	O
.	O

cambiar	O
la	O
alarma	O
de	O
mañana	B-datetime
de	O
6am	B-datetime
para	B-alarm/alarm_modifier
las	I-alarm/alarm_modifier
9am	B-datetime

alarma	O
para	B-datetime
jueves	I-datetime
a	I-datetime
las	I-datetime
10a	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
12	I-datetime
pm	I-datetime
hoy	I-datetime
por	I-datetime
la	I-datetime
noche	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
7am	I-datetime
en	I-datetime
los	I-datetime
fin	I-datetime
de	I-datetime
semanas	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
2	I-datetime
pm	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
6	I-datetime
am	I-datetime

¿	O
tiempo	O
restante	O
en	O
la	O
alarma	O
?	O

¿	O
cuánto	O
tiempo	O
falta	O
hasta	O
que	O
termine	O
la	O
alarma	O
?	O

cancelar	O
todas	O
mis	O
alarmas	O

configurar	O
una	O
alarma	O
cada	B-datetime
15	I-datetime
minutos	I-datetime

borrar	O
todas	O
las	O
alarmas	O
que	O
tengo	O
configuradas	O
para	B-datetime
esta	I-datetime
semana	I-datetime

cancelar	O
la	O
alarma	O
de	B-datetime
las	I-datetime
4	I-datetime
:	I-datetime
00	I-datetime

agregar	O
diez	B-datetime
minutos	I-datetime
más	O
para	O
mi	O
alarma	O
de	B-datetime
las	I-datetime
8pm	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
3pm	I-datetime
hoy	I-datetime

detener	O
mi	O
alarma	O
por	O
favor	O

configurar	O
alarma	O
cada	B-datetime
30	I-datetime
minutos	I-datetime

cambiar	O
mi	O
alarma	O
para	B-datetime
las	I-datetime
8am	I-datetime

¿	O
a	O
qué	O
hora	O
está	O
configurada	O
mi	O
alarma	O
?	O

configurar	O
mi	O
alarma	O
para	B-datetime
que	I-datetime
repita	I-datetime
todos	I-datetime
los	I-datetime
martes	I-datetime

configurar	O
alarma	O
por	B-datetime
5	I-datetime
minutos	I-datetime
.	O

necesito	O
una	O
alarma	O
en	B-datetime
10	I-datetime
minutos	I-datetime
en	I-datetime
los	I-datetime
proximos	I-datetime
cinco	I-datetime
minutos	I-datetime

configurar	O
alarma	O
cada	B-datetime
minutos	I-datetime
en	I-datetime
los	I-datetime
proximos	I-datetime
cinco	I-datetime
minutos	I-datetime

desconectar	O
la	O
alarma	O
para	B-datetime
sabado	I-datetime
y	O
domingo	B-datetime

configurar	O
mi	O
alarma	O
para	B-datetime
las	I-datetime
7am	I-datetime
mañana	I-datetime
.	O

configurar	O
alarma	O
para	B-datetime
las	I-datetime
5	I-datetime
am	I-datetime
de	I-datetime
lunes	I-datetime
a	I-datetime
viernes	I-datetime

desconectar	O
alarma	O

reanudar	O
todas	O
las	O
alarmas	O

configurar	O
alarma	O
cada	B-datetime
cinco	I-datetime
minutos	I-datetime

desconectar	O
todas	O
las	O
alarmas	O
hoy	B-datetime

desconectar	O
alarma	O

configurar	O
una	O
alarma	O
para	B-datetime
las	I-datetime
7am	I-datetime

agregar	O
alarma	O
para	B-datetime
mañana	I-datetime
a	I-datetime
las	I-datetime
10	I-datetime
am	I-datetime

necesito	O
la	O
alarma	O
configurada	O
para	B-datetime
las	I-datetime
4	I-datetime
:	I-datetime
45	I-datetime
mañana	I-datetime
por	I-datetime
la	I-datetime
mañana	I-datetime
.	O

cancelar	O
alarma	O
para	B-datetime
mañana	I-datetime
a	I-datetime
las	I-datetime
8	I-datetime
am	I-datetime

configurar	O
una	O
alarma	O
para	O
la	O
entrega	O
de	O
mi	O
colchón	O

borrar	O
alarmas	O
preestablecidas	O

mostrar	O
el	O
tiempo	O
restante	O
hasta	O
la	O
próxima	O
alarma	O

cancelar	O
alarma	O
preestablecida	O

tengo	O
una	O
alarma	O
configurada	O

configurar	O
alarma	O
por	B-datetime
5	I-datetime
minutos	I-datetime
.	O

configurar	O
una	O
alarma	O
para	O
que	O
se	O
active	O
cada	B-datetime
cinco	I-datetime
minutos	I-datetime

agregar	O
el	B-datetime
sabado	I-datetime
para	O
mi	O
alarma	O
de	B-datetime
la	I-datetime
mañana	I-datetime
.	O

¿	O
mi	O
alarma	O
está	O
activada	O
antes	B-datetime
de	I-datetime
las	I-datetime
10am	I-datetime
del	I-datetime
domingo	I-datetime
?	O

configurar	O
alarma	O
por	B-datetime
3	I-datetime
minutos	I-datetime

configurar	O
una	O
alarma	O
para	B-datetime
las	I-datetime
9	I-datetime
:	I-datetime
30	I-datetime
pm	I-datetime
recordándome	O
completar	O
mi	O
proceso	O
de	O
cocción	O
.	O

configurar	O
una	O
alarma	O
para	B-datetime
las	I-datetime
8am	I-datetime
todos	I-datetime
los	I-datetime
días	I-datetime
de	I-datetime
la	I-datetime
semana	I-datetime
.	O

configurar	O
alarmas	O
para	B-datetime
las	I-datetime
7	I-datetime
:	I-datetime
30	I-datetime
am	I-datetime
miércoles	I-datetime
-	O
viernes	B-datetime

cambiar	O
alarma	O
de	B-datetime
las	I-datetime
2	I-datetime
pm	I-datetime
a	I-datetime
las	I-datetime
4	I-datetime
pm	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
5	I-datetime
:	I-datetime
30	I-datetime
am	I-datetime
hoy	I-datetime
por	I-datetime
la	I-datetime
noche	I-datetime

me	O
gustaría	O
configurar	O
mi	O
alarma	O
para	B-datetime
mañana	I-datetime
por	I-datetime
la	I-datetime
mañana	I-datetime
a	B-datetime
las	I-datetime
6	I-datetime
:	I-datetime
30am	I-datetime
.	O

detener	O
alarma	O

configurar	O
alarma	O
hoy	B-datetime
a	I-datetime
las	I-datetime
3	I-datetime
pm	I-datetime
para	O
recoger	O
a	O
alice	O

posponer	O
alarma	O
para	B-datetime
15	I-datetime
minutos	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
7	I-datetime
am	I-datetime
mañana	I-datetime

configurar	O
una	O
alarma	O

posponer	O
una	O
alarma	O

configurar	O
dos	O
alarmas	O
para	B-datetime
mañana	I-datetime
por	I-datetime
la	I-datetime
mañana	I-datetime

¿	O
cuántos	O
tiempo	O
queda	O
en	O
la	O
alarma	O
de	O
horno	O
?	O

borrar	O
alarma	O

borrar	O
todas	O
mis	O
alarmas	O

leer	O
todas	O
mis	O
alarmas	O

sin	O
necesidad	O
de	O
alarma	O
para	B-datetime
hoy	I-datetime

cambiar	O
alerta	O
de	O
alarma	O

configurar	O
alarma	O
para	B-datetime
30	I-datetime
minutos	I-datetime
desde	I-datetime
ahora	I-datetime

configurar	O
alarma	O
para	B-datetime
25	I-datetime
minutos	I-datetime

configurar	O
alarmas	O
para	B-datetime
las	I-datetime
5pm	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
3	I-datetime
am	I-datetime

cancelar	O
mis	O
alarmas	O
del	O
trabajo	O

borrar	O
todas	O
las	O
alarmas	O
.	O

configurar	O
una	O
alarma	O
cada	B-datetime
30	I-datetime
minutos	I-datetime
hasta	I-datetime
las	I-datetime
8	I-datetime
pm	I-datetime

posponer	O
alarma	O
para	B-datetime
10	I-datetime
minutos	I-datetime

configurar	O
alarma	O
para	B-datetime
las	I-datetime
4	I-datetime
:	I-datetime
30a	I-datetime
mañana	I-datetime

detener	O
la	O
alarma	O

configurar	O
mi	O
